date,open,high,low,close,volume,average,barCount,open_norm,high_norm,low_norm,close_norm,SMA_50,RSI_14,MACD_diff,ATR_14,BB_High,BB_Low,ADX_14,RSI_component,MACD_component,TrendComposite,TrendStrength,RSI_14_norm,SMA_50_norm,MACD_diff_norm,ATR_14_norm,BB_High_norm,BB_Low_norm,RSI_component_norm,MACD_component_norm,TrendComposite_norm,TrendStrength_norm,ADX_14_norm
2023-02-28 09:30:00-05:00,93.13,93.67,93.12,93.39,-1.0,-1.0,-1,0.020871619847729013,0.01982219295357264,0.032653327250211854,0.021164716708294985,0.03479163927961088,42.5237922274094,0.0006748773667071724,0.9110297493699893,0.035070182150531946,0.01304339744720697,20.291953684852057,-0.14952415545181197,0.0006748772642474307,-0.07442463909378227,0.46278768045310886,0.425237922274094,0.014746547599799346,0.605830638158721,0.2059657030084752,0.006333608623001677,0.017564465991825227,0.425237922274094,0.5003374386321238,0.36098807055246124,0.46278768045310886,0.3014910167521778
2023-02-28 10:00:00-05:00,93.39,93.68,92.91,93.24,-1.0,-1.0,-1,0.02257810448936727,0.01988804741521245,0.031284624910382565,0.02017878270014456,0.034016037859865914,41.494924786762695,0.0005448236449785322,0.9009561958435622,0.03499433838982099,0.012711721817882436,20.007377862784114,-0.1701015042647461,0.0005448235910713618,-0.08477834033683737,0.4576108298315813,0.41494924786762694,0.013931210416416198,0.6012402610087096,0.20368827295166436,0.0062560314730371385,0.017218222422882026,0.41494924786762694,0.5002724117955357,0.3448628615539404,0.4576108298315813,0.2972628849876943
2023-02-28 11:00:00-05:00,93.24,93.61,93.16,93.34,-1.0,-1.0,-1,0.021593594119191335,0.01942706618373397,0.03291403245779832,0.02083607203891154,0.0331221243591429,42.49385492515281,0.0005133782092787368,0.8687450389975938,0.03430766526969129,0.012524200117452122,19.743128885149595,-0.1501229014969438,0.0005133781641772362,-0.07480476166638328,0.46259761916680836,0.4249385492515281,0.012991499764381381,0.6001303626713927,0.19640597117273334,0.005553664618894287,0.017022464347609755,0.4249385492515281,0.5002566890820886,0.36039605463618607,0.46259761916680836,0.29333676263495967
2023-02-28 12:00:00-05:00,93.34,94.02,93.34,93.94,-1.0,-1.0,-1,0.022249934365975322,0.022127099110964766,0.034087205891937714,0.024779808071513056,0.032328118837912444,48.20786879572813,0.0007539502160794896,0.8552632504977652,0.033515043633472116,0.012725261348781066,18.785389256601466,-0.03584262408543736,0.0007539500732208018,-0.01754433700610828,0.4912278314969459,0.4820786879572813,0.012156815596985738,0.6086215940507972,0.19335800698923766,0.004742927823122128,0.017232356640429772,0.4820786879572813,0.5003769750366104,0.4495754015494778,0.4912278314969459,0.27910698964812397
2023-02-28 13:00:00-05:00,93.94,94.61,93.92,94.45,-1.0,-1.0,-1,0.026187975846678882,0.026012512347711576,0.037867431401942264,0.02813198369922441,0.03162087550939924,52.52591465075076,0.0011129358957650956,0.8434587326050675,0.03169204905073719,0.013779227405158684,17.88200677649728,0.050518293015015134,0.00111293543626143,0.025815614225638283,0.5129078071128191,0.5252591465075076,0.011413338639934666,0.6212923553278058,0.1906892403236848,0.0028782691774580176,0.018332615256501046,0.5252591465075076,0.5005564677181307,0.5171056749622417,0.5129078071128191,0.26568483687404026
2023-02-28 14:00:00-05:00,94.45,94.69,94.27,94.39,-1.0,-1.0,-1,0.029535311105276973,0.026539348040829774,0.040148601968324295,0.02773761009596424,0.030897857236755616,51.97688040345423,0.0012856897237073358,0.8132116802761342,0.028878092120679308,0.015666406367555202,17.15605254651053,0.03953760806908463,0.0012856890152935954,0.02041164854218911,0.5102058242710945,0.5197688040345423,0.01065327855373003,0.6273898757510789,0.1838509835036731,0.0,0.020302683363420494,0.5197688040345423,0.5006428445076468,0.5086893536853551,0.5102058242710945,0.25489885331063233
2023-02-28 15:00:00-05:00,94.39,94.55,93.94,94.22,-1.0,-1.0,-1,0.0291415069572066,0.025617385577872905,0.0379977840057355,0.026620218220060454,0.030152491126593923,50.3703708429457,0.0012835893097582372,0.7986965602564103,0.029321774894377758,0.015584232730178563,15.946430880498466,0.007407416858913933,0.001283588604810804,0.004345502731862369,0.5021727513659312,0.503703708429457,0.009869725701224526,0.6273157395243769,0.1805694036198304,0.0004538230270919817,0.02021690047507179,0.503703708429457,0.5006417943024054,0.48366738782884516,0.5021727513659312,0.2369267018049012
2023-03-01 09:30:00-05:00,93.91,94.68,93.51,93.83,-1.0,-1.0,-1,0.025991073772643696,0.026473493579190058,0.035195203024180444,0.02405678979886944,0.029583278559221767,46.79689759021685,0.00107679551785566,0.8252182345238097,0.02924826632493303,0.016347895105328556,15.428552486081205,-0.06406204819566298,0.0010767951016784818,-0.03149262654699225,0.4842536867265039,0.4679689759021685,0.009271351124267063,0.620016744274595,0.18656542656993083,0.00037863443857743086,0.021014104619307715,0.4679689759021685,0.5005383975508393,0.42785185759755007,0.4842536867265039,0.2292322389595912
2023-03-01 10:00:00-05:00,93.83,93.99,92.71,92.86,-1.0,-1.0,-1,0.02546600157521656,0.02192953572604543,0.02998109887244994,0.017681083212830274,0.02913763638753779,39.32434911343971,0.0005067994334013951,0.8577026463435377,0.029372246808954915,0.016072738073390283,15.934406110811125,-0.21351301773120582,0.0005067993900116537,-0.10650310917059708,0.4467484454147015,0.3932434911343971,0.008802877725679115,0.5998981581480543,0.19390950586250488,0.0005054484640355871,0.02072686207166516,0.3932434911343971,0.5002533996950058,0.31102796235555885,0.4467484454147015,0.23674804182491346
2023-03-01 11:00:00-05:00,92.86,93.08,91.93,92.91,-1.0,-1.0,-1,0.01909950118141242,0.015936779716825826,0.024897347324512854,0.01800972788221372,0.028720914946759563,39.857458596636846,0.00016573626110477505,0.87858102874757,0.029238812913880113,0.016324484049443123,17.162901888525507,-0.20285082806726307,0.00016573625958726579,-0.1013425459038379,0.449328727048081,0.39857458596636847,0.008364806730539357,0.5878599898279852,0.19862969278559942,0.0003689649722949842,0.02098966529719349,0.39857458596636847,0.5000828681297936,0.31906520037055364,0.449328727048081,0.2550006185285236
