date,open,high,low,close,volume,average,barCount
2023-02-16 09:30:00-05:00,246.72,247.49,244.77,244.87,-1.0,-1.0,-1
2023-02-16 10:00:00-05:00,244.87,246.95,244.56,246.74,-1.0,-1.0,-1
2023-02-16 11:00:00-05:00,246.74,247.31,246.3,246.9,-1.0,-1.0,-1
2023-02-16 12:00:00-05:00,246.9,247.86,246.54,247.7,-1.0,-1.0,-1
2023-02-16 13:00:00-05:00,247.7,247.9,246.92,247.58,-1.0,-1.0,-1
2023-02-16 14:00:00-05:00,247.58,248.52,247.57,248.2,-1.0,-1.0,-1
2023-02-16 15:00:00-05:00,248.2,248.25,246.04,246.49,-1.0,-1.0,-1
2023-02-17 09:30:00-05:00,246.93,248.14,245.6,246.36,-1.0,-1.0,-1
2023-02-17 10:00:00-05:00,246.36,250.88,246.35,249.31,-1.0,-1.0,-1
2023-02-17 11:00:00-05:00,249.31,249.85,247.85,248.02,-1.0,-1.0,-1
2023-02-17 12:00:00-05:00,248.02,249.34,247.88,248.3,-1.0,-1.0,-1
2023-02-17 13:00:00-05:00,248.3,248.95,247.57,247.63,-1.0,-1.0,-1
2023-02-17 14:00:00-05:00,247.63,248.53,247.15,248.22,-1.0,-1.0,-1
2023-02-17 15:00:00-05:00,248.22,248.56,247.41,247.81,-1.0,-1.0,-1
2023-02-21 09:30:00-05:00,244.2,248.02,243.65,245.92,-1.0,-1.0,-1
2023-02-21 10:00:00-05:00,245.92,246.14,243.48,243.66,-1.0,-1.0,-1
2023-02-21 11:00:00-05:00,243.66,244.04,242.95,243.09,-1.0,-1.0,-1
2023-02-21 12:00:00-05:00,243.09,243.25,242.05,242.15,-1.0,-1.0,-1
2023-02-21 13:00:00-05:00,242.15,242.24,240.92,241.09,-1.0,-1.0,-1
2023-02-21 14:00:00-05:00,241.09,241.44,239.74,241.33,-1.0,-1.0,-1
2023-02-21 15:00:00-05:00,241.33,241.56,240.54,240.72,-1.0,-1.0,-1
2023-02-22 09:30:00-05:00,241.39,242.29,241.0,241.18,-1.0,-1.0,-1
2023-02-22 10:00:00-05:00,241.18,241.84,240.27,241.14,-1.0,-1.0,-1
2023-02-22 11:00:00-05:00,241.14,241.57,240.37,240.76,-1.0,-1.0,-1
2023-02-22 12:00:00-05:00,240.76,241.02,240.16,240.27,-1.0,-1.0,-1
2023-02-22 13:00:00-05:00,240.27,240.6,239.86,240.19,-1.0,-1.0,-1
2023-02-22 14:00:00-05:00,240.19,240.61,236.98,237.22,-1.0,-1.0,-1
2023-02-22 15:00:00-05:00,237.22,237.92,236.43,237.91,-1.0,-1.0,-1
2023-02-23 09:30:00-05:00,240.69,240.78,238.7,240.1,-1.0,-1.0,-1
2023-02-23 10:00:00-05:00,240.1,240.36,237.07,237.37,-1.0,-1.0,-1
2023-02-23 11:00:00-05:00,237.37,238.13,235.97,236.19,-1.0,-1.0,-1
2023-02-23 12:00:00-05:00,236.19,236.62,235.6,236.47,-1.0,-1.0,-1
2023-02-23 13:00:00-05:00,236.47,236.95,236.16,236.34,-1.0,-1.0,-1
2023-02-23 14:00:00-05:00,236.34,238.08,236.21,237.77,-1.0,-1.0,-1
2023-02-23 15:00:00-05:00,237.77,238.69,237.68,238.0,-1.0,-1.0,-1
2023-02-24 09:30:00-05:00,235.25,236.18,233.08,233.89,-1.0,-1.0,-1
2023-02-24 10:00:00-05:00,233.89,235.2,233.68,234.44,-1.0,-1.0,-1
2023-02-24 11:00:00-05:00,234.44,236.69,234.26,236.23,-1.0,-1.0,-1
2023-02-24 12:00:00-05:00,236.23,236.43,234.51,234.63,-1.0,-1.0,-1
2023-02-24 13:00:00-05:00,234.63,235.56,234.29,235.33,-1.0,-1.0,-1
2023-02-24 14:00:00-05:00,235.33,236.21,234.95,235.96,-1.0,-1.0,-1
2023-02-24 15:00:00-05:00,235.96,236.56,235.4,236.16,-1.0,-1.0,-1
2023-02-27 09:30:00-05:00,239.36,240.15,238.76,240.09,-1.0,-1.0,-1
2023-02-27 10:00:00-05:00,240.09,241.25,239.26,239.74,-1.0,-1.0,-1
2023-02-27 11:00:00-05:00,239.74,240.13,238.77,239.16,-1.0,-1.0,-1
2023-02-27 12:00:00-05:00,239.16,240.03,238.82,239.85,-1.0,-1.0,-1
2023-02-27 13:00:00-05:00,239.85,240.48,239.75,240.34,-1.0,-1.0,-1
2023-02-27 14:00:00-05:00,240.34,240.74,240.02,240.22,-1.0,-1.0,-1
2023-02-27 15:00:00-05:00,240.22,240.37,239.46,239.97,-1.0,-1.0,-1
2023-02-28 09:30:00-05:00,240.5,240.99,238.82,239.49,-1.0,-1.0,-1
2023-02-28 10:00:00-05:00,239.49,240.77,239.31,240.19,-1.0,-1.0,-1
2023-02-28 11:00:00-05:00,240.19,240.97,239.47,239.54,-1.0,-1.0,-1
2023-02-28 12:00:00-05:00,239.54,239.62,238.71,239.4,-1.0,-1.0,-1
2023-02-28 13:00:00-05:00,239.4,240.16,239.18,240.12,-1.0,-1.0,-1
2023-02-28 14:00:00-05:00,240.12,240.32,239.33,239.41,-1.0,-1.0,-1
2023-02-28 15:00:00-05:00,239.41,240.26,238.74,239.47,-1.0,-1.0,-1
2023-03-01 09:30:00-05:00,242.38,246.25,241.61,245.83,-1.0,-1.0,-1
2023-03-01 10:00:00-05:00,245.83,248.03,243.7,247.81,-1.0,-1.0,-1
2023-03-01 11:00:00-05:00,247.81,248.43,245.81,248.18,-1.0,-1.0,-1
2023-03-01 12:00:00-05:00,248.18,249.66,247.81,248.81,-1.0,-1.0,-1
2023-03-01 13:00:00-05:00,248.81,248.89,247.34,247.55,-1.0,-1.0,-1
2023-03-01 14:00:00-05:00,247.55,247.66,246.86,247.28,-1.0,-1.0,-1
2023-03-01 15:00:00-05:00,247.28,249.17,247.23,248.72,-1.0,-1.0,-1
2023-03-02 09:30:00-05:00,246.46,248.41,246.19,248.19,-1.0,-1.0,-1
2023-03-02 10:00:00-05:00,248.19,249.83,247.85,249.6,-1.0,-1.0,-1
2023-03-02 11:00:00-05:00,249.6,250.31,249.51,250.01,-1.0,-1.0,-1
2023-03-02 12:00:00-05:00,250.01,250.25,248.86,250.19,-1.0,-1.0,-1
2023-03-02 13:00:00-05:00,250.19,250.78,249.3,250.65,-1.0,-1.0,-1
2023-03-02 14:00:00-05:00,250.65,251.08,250.41,250.62,-1.0,-1.0,-1
2023-03-02 15:00:00-05:00,250.62,252.49,250.61,252.21,-1.0,-1.0,-1
2023-03-03 09:30:00-05:00,252.5,252.64,250.48,251.3,-1.0,-1.0,-1
2023-03-03 10:00:00-05:00,251.3,251.54,249.9,250.96,-1.0,-1.0,-1
2023-03-03 11:00:00-05:00,250.96,253.68,250.95,253.61,-1.0,-1.0,-1
2023-03-03 12:00:00-05:00,253.61,253.61,252.84,253.47,-1.0,-1.0,-1
2023-03-03 13:00:00-05:00,253.47,253.89,253.37,253.8,-1.0,-1.0,-1
2023-03-03 14:00:00-05:00,253.8,254.64,253.46,254.64,-1.0,-1.0,-1
2023-03-03 15:00:00-05:00,254.64,255.38,254.46,255.27,-1.0,-1.0,-1
2023-03-06 09:30:00-05:00,255.39,255.78,251.61,252.73,-1.0,-1.0,-1
2023-03-06 10:00:00-05:00,252.73,254.21,252.13,253.28,-1.0,-1.0,-1
2023-03-06 11:00:00-05:00,253.28,253.92,253.07,253.83,-1.0,-1.0,-1
2023-03-06 12:00:00-05:00,253.83,254.01,253.05,253.55,-1.0,-1.0,-1
2023-03-06 13:00:00-05:00,253.55,253.88,253.07,253.7,-1.0,-1.0,-1
2023-03-06 14:00:00-05:00,253.7,253.71,253.14,253.55,-1.0,-1.0,-1
2023-03-06 15:00:00-05:00,253.55,254.29,253.44,253.96,-1.0,-1.0,-1
2023-03-07 09:30:00-05:00,254.52,254.85,252.91,253.74,-1.0,-1.0,-1
2023-03-07 10:00:00-05:00,253.74,253.96,250.59,251.03,-1.0,-1.0,-1
2023-03-07 11:00:00-05:00,251.03,251.22,249.8,249.92,-1.0,-1.0,-1
2023-03-07 12:00:00-05:00,249.92,251.02,249.25,249.39,-1.0,-1.0,-1
2023-03-07 13:00:00-05:00,249.39,249.41,248.04,248.08,-1.0,-1.0,-1
2023-03-07 14:00:00-05:00,248.08,248.63,247.17,247.28,-1.0,-1.0,-1
2023-03-07 15:00:00-05:00,247.28,247.98,245.94,246.21,-1.0,-1.0,-1
